gene_id	genome_id	gene_length	centroid_99	centroid_95	centroid_90	centroid_85	centroid_80	centroid_75
TM7x_00660	TM7x	837	TM7x_00660	TM7x_00660	TM7x_00660	TM7x_00660	TM7x_00660	TM7x_00660
TM7x_00661	TM7x	77	TM7x_00661	TM7x_00661	TM7x_00661	TM7x_00661	TM7x_00661	TM7x_00661
TM7x_00662	TM7x	165	TM7x_00662	TM7x_00662	TM7x_00662	TM7x_00662	TM7x_00662	TM7x_00662
TM7x_00663	TM7x	738	TM7x_00663	TM7x_00663	TM7x_00663	TM7x_00663	TM7x_00663	TM7x_00663
TM7x_00664	TM7x	288	TM7x_00664	TM7x_00664	TM7x_00664	TM7x_00664	TM7x_00664	TM7x_00664
TM7x_00665	TM7x	1374	TM7x_00665	TM7x_00665	TM7x_00665	TM7x_00665	TM7x_00665	TM7x_00665
TM7x_00666	TM7x	76	TM7x_00666	TM7x_00666	TM7x_00666	TM7x_00666	TM7x_00666	TM7x_00666
TM7x_00667	TM7x	426	TM7x_00667	TM7x_00667	TM7x_00667	TM7x_00667	TM7x_00667	TM7x_00667
TM7x_00668	TM7x	77	TM7x_00668	TM7x_00668	TM7x_00668	TM7x_00668	TM7x_00668	TM7x_00668
TM7x_00669	TM7x	426	TM7x_00669	TM7x_00669	TM7x_00669	TM7x_00669	TM7x_00669	TM7x_00669
TM7x_00670	TM7x	207	TM7x_00670	TM7x_00670	TM7x_00670	TM7x_00670	TM7x_00670	TM7x_00670
TM7x_00671	TM7x	666	TM7x_00671	TM7x_00671	TM7x_00671	TM7x_00671	TM7x_00671	TM7x_00671
TM7x_00672	TM7x	1251	TM7x_00672	TM7x_00672	TM7x_00672	TM7x_00672	TM7x_00672	TM7x_00672
TM7x_00673	TM7x	348	TM7x_00673	TM7x_00673	TM7x_00673	TM7x_00673	TM7x_00673	TM7x_00673
TM7x_00674	TM7x	645	TM7x_00674	TM7x_00674	TM7x_00674	TM7x_00674	TM7x_00674	TM7x_00674
TM7x_00675	TM7x	903	TM7x_00675	TM7x_00675	TM7x_00675	TM7x_00675	TM7x_00675	TM7x_00675
TM7x_00676	TM7x	345	TM7x_00676	TM7x_00676	TM7x_00676	TM7x_00676	TM7x_00676	TM7x_00676
TM7x_00677	TM7x	543	TM7x_00677	TM7x_00677	TM7x_00677	TM7x_00677	TM7x_00677	TM7x_00677
TM7x_00678	TM7x	270	TM7x_00678	TM7x_00678	TM7x_00678	TM7x_00678	TM7x_00678	TM7x_00678
TM7x_00679	TM7x	315	TM7x_00679	TM7x_00679	TM7x_00679	TM7x_00679	TM7x_00679	TM7x_00679
TM7x_00680	TM7x	1002	TM7x_00680	TM7x_00680	TM7x_00680	TM7x_00680	TM7x_00680	TM7x_00680
TM7x_00681	TM7x	1842	TM7x_00681	TM7x_00681	TM7x_00681	TM7x_00681	TM7x_00681	TM7x_00681
TM7x_00682	TM7x	804	TM7x_00682	TM7x_00682	TM7x_00682	TM7x_00682	TM7x_00682	TM7x_00682
TM7x_00683	TM7x	999	TM7x_00683	TM7x_00683	TM7x_00683	TM7x_00683	TM7x_00683	TM7x_00683
TM7x_00684	TM7x	693	TM7x_00684	TM7x_00684	TM7x_00684	TM7x_00684	TM7x_00684	TM7x_00684
TM7x_00685	TM7x	93	TM7x_00685	TM7x_00685	TM7x_00685	TM7x_00685	TM7x_00685	TM7x_00685
TM7x_00686	TM7x	921	TM7x_00686	TM7x_00686	TM7x_00686	TM7x_00686	TM7x_00686	TM7x_00686
TM7x_00687	TM7x	915	TM7x_00687	TM7x_00687	TM7x_00687	TM7x_00687	TM7x_00687	TM7x_00687
TM7x_00688	TM7x	951	TM7x_00688	TM7x_00688	TM7x_00688	TM7x_00688	TM7x_00688	TM7x_00688
TM7x_00689	TM7x	1545	TM7x_00689	TM7x_00689	TM7x_00689	TM7x_00689	TM7x_00689	TM7x_00689
TM7x_00690	TM7x	990	TM7x_00690	TM7x_00690	TM7x_00690	TM7x_00690	TM7x_00690	TM7x_00690
TM7x_00691	TM7x	1239	TM7x_00691	TM7x_00691	TM7x_00691	TM7x_00691	TM7x_00691	TM7x_00691
TM7x_00692	TM7x	633	TM7x_00692	TM7x_00692	TM7x_00692	TM7x_00692	TM7x_00692	TM7x_00692
TM7x_00693	TM7x	741	TM7x_00693	TM7x_00693	TM7x_00693	TM7x_00693	TM7x_00693	TM7x_00693
TM7x_00694	TM7x	1998	TM7x_00694	TM7x_00694	TM7x_00694	TM7x_00694	TM7x_00694	TM7x_00694
TM7x_00695	TM7x	1764	TM7x_00695	TM7x_00695	TM7x_00695	TM7x_00695	TM7x_00695	TM7x_00695
TM7x_00696	TM7x	77	TM7x_00696	TM7x_00696	TM7x_00696	TM7x_00696	TM7x_00614	TM7x_00614
TM7x_00697	TM7x	468	TM7x_00697	TM7x_00697	TM7x_00697	TM7x_00697	TM7x_00697	TM7x_00697
TM7x_00698	TM7x	723	TM7x_00698	TM7x_00698	TM7x_00698	TM7x_00698	TM7x_00698	TM7x_00698
TM7x_00699	TM7x	711	TM7x_00699	TM7x_00699	TM7x_00699	TM7x_00699	TM7x_00699	TM7x_00699
TM7x_00700	TM7x	792	TM7x_00700	TM7x_00700	TM7x_00700	TM7x_00700	TM7x_00700	TM7x_00700
TM7x_00701	TM7x	1566	TM7x_00701	TM7x_00701	TM7x_00701	TM7x_00701	TM7x_00701	TM7x_00701
TM7x_00702	TM7x	1014	TM7x_00702	TM7x_00702	TM7x_00702	TM7x_00702	TM7x_00702	TM7x_00702
TM7x_00703	TM7x	2145	TM7x_00703	TM7x_00703	TM7x_00703	TM7x_00703	TM7x_00703	TM7x_00703
TM7x_00704	TM7x	603	TM7x_00704	TM7x_00704	TM7x_00704	TM7x_00704	TM7x_00704	TM7x_00704
TM7x_00705	TM7x	717	TM7x_00705	TM7x_00705	TM7x_00705	TM7x_00705	TM7x_00705	TM7x_00705
TM7x_00706	TM7x	324	TM7x_00706	TM7x_00706	TM7x_00706	TM7x_00706	TM7x_00706	TM7x_00706
TM7x_00707	TM7x	249	TM7x_00707	TM7x_00707	TM7x_00707	TM7x_00707	TM7x_00707	TM7x_00707
TM7x_00708	TM7x	1119	TM7x_00708	TM7x_00708	TM7x_00708	TM7x_00708	TM7x_00708	TM7x_00708
TM7x_00709	TM7x	765	TM7x_00709	TM7x_00709	TM7x_00709	TM7x_00709	TM7x_00709	TM7x_00709
TM7x_00710	TM7x	1422	TM7x_00710	TM7x_00710	TM7x_00710	TM7x_00710	TM7x_00710	TM7x_00710
TM7x_00711	TM7x	276	TM7x_00712	TM7x_00712	TM7x_00712	TM7x_00712	TM7x_00712	TM7x_00712
TM7x_00712	TM7x	3135	TM7x_00712	TM7x_00712	TM7x_00712	TM7x_00712	TM7x_00712	TM7x_00712
TM7x_00713	TM7x	795	TM7x_00713	TM7x_00713	TM7x_00713	TM7x_00713	TM7x_00713	TM7x_00713
TM7x_00714	TM7x	507	TM7x_00714	TM7x_00714	TM7x_00714	TM7x_00714	TM7x_00714	TM7x_00714
TM7x_00715	TM7x	1554	TM7x_00715	TM7x_00715	TM7x_00715	TM7x_00715	TM7x_00715	TM7x_00715
TM7x_00716	TM7x	1110	TM7x_00716	TM7x_00716	TM7x_00716	TM7x_00716	TM7x_00716	TM7x_00716
TM7x_00717	TM7x	1296	TM7x_00717	TM7x_00717	TM7x_00717	TM7x_00717	TM7x_00717	TM7x_00717
TM7x_00718	TM7x	360	TM7x_00718	TM7x_00718	TM7x_00718	TM7x_00718	TM7x_00718	TM7x_00718
TM7x_00719	TM7x	1488	TM7x_00719	TM7x_00719	TM7x_00719	TM7x_00719	TM7x_00719	TM7x_00719
TM7x_00720	TM7x	654	TM7x_00720	TM7x_00720	TM7x_00720	TM7x_00720	TM7x_00720	TM7x_00720
TM7x_00721	TM7x	1758	TM7x_00721	TM7x_00721	TM7x_00721	TM7x_00721	TM7x_00721	TM7x_00721
TM7x_00722	TM7x	663	TM7x_00722	TM7x_00722	TM7x_00722	TM7x_00722	TM7x_00722	TM7x_00722
TM7x_00723	TM7x	744	TM7x_00723	TM7x_00723	TM7x_00723	TM7x_00723	TM7x_00723	TM7x_00723
TM7x_00724	TM7x	2130	TM7x_00724	TM7x_00724	TM7x_00724	TM7x_00724	TM7x_00724	TM7x_00724
TM7x_00725	TM7x	1011	TM7x_00725	TM7x_00725	TM7x_00725	TM7x_00725	TM7x_00725	TM7x_00725
TM7x_00726	TM7x	1629	TM7x_00726	TM7x_00726	TM7x_00726	TM7x_00726	TM7x_00726	TM7x_00726
TM7x_00727	TM7x	75	TM7x_00727	TM7x_00727	TM7x_00727	TM7x_00727	TM7x_00727	TM7x_00727
TM7x_00728	TM7x	333	TM7x_00728	TM7x_00728	TM7x_00728	TM7x_00728	TM7x_00728	TM7x_00728
TM7x_00729	TM7x	1416	TM7x_00729	TM7x_00729	TM7x_00729	TM7x_00729	TM7x_00729	TM7x_00729
TM7x_00730	TM7x	1422	TM7x_00730	TM7x_00730	TM7x_00730	TM7x_00730	TM7x_00730	TM7x_00730
TM7x_00731	TM7x	1143	TM7x_00731	TM7x_00731	TM7x_00731	TM7x_00731	TM7x_00731	TM7x_00731
TM7x_00732	TM7x	1104	TM7x_00732	TM7x_00732	TM7x_00732	TM7x_00732	TM7x_00732	TM7x_00732
TM7x_00733	TM7x	438	TM7x_00733	TM7x_00733	TM7x_00733	TM7x_00733	TM7x_00733	TM7x_00733
TM7x_00734	TM7x	1014	TM7x_00734	TM7x_00734	TM7x_00734	TM7x_00734	TM7x_00734	TM7x_00734
TM7x_00735	TM7x	567	TM7x_00735	TM7x_00735	TM7x_00735	TM7x_00735	TM7x_00735	TM7x_00735
TM7x_00736	TM7x	846	TM7x_00736	TM7x_00736	TM7x_00736	TM7x_00736	TM7x_00736	TM7x_00736
TM7x_00737	TM7x	846	TM7x_00737	TM7x_00737	TM7x_00737	TM7x_00737	TM7x_00737	TM7x_00737
TM7x_00738	TM7x	705	TM7x_00738	TM7x_00738	TM7x_00738	TM7x_00738	TM7x_00738	TM7x_00738
TM7x_00739	TM7x	354	TM7x_00739	TM7x_00739	TM7x_00739	TM7x_00739	TM7x_00739	TM7x_00739
TM7x_00740	TM7x	816	TM7x_00740	TM7x_00740	TM7x_00740	TM7x_00740	TM7x_00740	TM7x_00740
TM7x_00741	TM7x	984	TM7x_00741	TM7x_00741	TM7x_00741	TM7x_00741	TM7x_00741	TM7x_00741
TM7x_00742	TM7x	858	TM7x_00742	TM7x_00742	TM7x_00742	TM7x_00742	TM7x_00742	TM7x_00742
TM7x_00743	TM7x	1257	TM7x_00743	TM7x_00743	TM7x_00743	TM7x_00743	TM7x_00743	TM7x_00743
TM7x_00744	TM7x	1389	TM7x_00744	TM7x_00744	TM7x_00744	TM7x_00744	TM7x_00744	TM7x_00744
TM7x_00745	TM7x	1389	TM7x_00745	TM7x_00745	TM7x_00745	TM7x_00745	TM7x_00745	TM7x_00745
TM7x_00746	TM7x	567	TM7x_00746	TM7x_00746	TM7x_00746	TM7x_00746	TM7x_00746	TM7x_00746
TM7x_00747	TM7x	2271	TM7x_00747	TM7x_00747	TM7x_00747	TM7x_00747	TM7x_00747	TM7x_00747
TM7x_00748	TM7x	2199	TM7x_00748	TM7x_00748	TM7x_00748	TM7x_00748	TM7x_00748	TM7x_00748
TM7x_00749	TM7x	1344	TM7x_00749	TM7x_00749	TM7x_00749	TM7x_00749	TM7x_00749	TM7x_00749
TM7x_00750	TM7x	1164	TM7x_00750	TM7x_00750	TM7x_00750	TM7x_00750	TM7x_00750	TM7x_00750
TM7x_00751	TM7x	819	TM7x_00751	TM7x_00751	TM7x_00751	TM7x_00751	TM7x_00751	TM7x_00751
TM7x_00752	TM7x	1014	TM7x_00752	TM7x_00752	TM7x_00752	TM7x_00752	TM7x_00752	TM7x_00752
TM7x_00753	TM7x	951	TM7x_00753	TM7x_00753	TM7x_00753	TM7x_00753	TM7x_00753	TM7x_00753
TM7x_00754	TM7x	435	TM7x_00754	TM7x_00754	TM7x_00754	TM7x_00754	TM7x_00754	TM7x_00754
TM7x_00755	TM7x	462	TM7x_00755	TM7x_00755	TM7x_00755	TM7x_00755	TM7x_00755	TM7x_00755
TM7x_00756	TM7x	924	TM7x_00756	TM7x_00756	TM7x_00756	TM7x_00756	TM7x_00756	TM7x_00756
TM7x_00757	TM7x	348	TM7x_00757	TM7x_00757	TM7x_00757	TM7x_00757	TM7x_00757	TM7x_00757
